"policy"	"mutants"	"method"	"Prioritization"	"percent"	"testsuite"	"N"	"effectiveness"	"sd"	"se"	"ci"
"Masood2009P2v2"	46	"spy"	"Simple"	10	"subset"	30	0.75	0.024720588377573	0.00451334129639892	0.00923081940445671
"Masood2009P2v2"	46	"spy"	"Simple"	15	"subset"	30	0.757246376811594	0.0268281348819025	0.0048981248835364	0.0100177902026764
"Masood2009P2v2"	46	"spy"	"Simple"	20	"subset"	30	0.782608695652174	0.0296647060530875	0.00541600955567869	0.011076983285348
"Masood2009P2v2"	46	"spy"	"Simple"	25	"subset"	30	0.799275362318841	0.0311038752743152	0.0056787647045232	0.0116143779043878
"Masood2009P2v2"	46	"spy"	"Simple"	30	"subset"	30	0.815942028985507	0.0247095990067798	0.00451133492097351	0.00922671590596342
"Masood2009P2v2"	46	"spy"	"Simple"	35	"subset"	30	0.821014492753623	0.021118064917056	0.00385561350864335	0.00788561503648465
"Masood2009P2v2"	46	"spy"	"Simple"	40	"subset"	30	0.826086956521739	0.0235387083479874	0.00429756051224261	0.0087894981484976
"Masood2009P2v2"	46	"spy"	"Simple"	45	"subset"	30	0.832608695652174	0.020702416593231	0.00377972685432729	0.00773040940163518
"Masood2009P2v2"	46	"spy"	"Simple"	50	"subset"	30	0.83695652173913	0.0148323530265438	0.00270800477783934	0.00553849164267401
"Masood2009P2v2"	46	"spy"	"Simple"	55	"subset"	30	0.83695652173913	0.0148323530265438	0.00270800477783934	0.00553849164267401
"Masood2009P2v2"	46	"spy"	"Simple"	60	"subset"	30	0.839130434782609	0.0122443879994575	0.00223550917004948	0.00457212961984467
"Masood2009P2v2"	46	"spy"	"Simple"	65	"subset"	30	0.841304347826087	0.0116300669700418	0.00212335000826255	0.0043427383775213
"Masood2009P2v2"	46	"spy"	"Simple"	70	"subset"	30	0.842028985507246	0.011322401299178	0.00206717819889519	0.00422785412795094
"Masood2009P2v2"	46	"spy"	"Simple"	75	"subset"	30	0.844202898550725	0.00824019612585764	0.00150444709879964	0.00307693980148556
"Masood2009P2v2"	46	"spy"	"Simple"	80	"subset"	30	0.844202898550725	0.00824019612585764	0.00150444709879964	0.00307693980148556
"Masood2009P2v2"	46	"spy"	"Simple"	85	"subset"	30	0.844927536231884	0.00751621529656	0.00137226688833043	0.00280660091693061
"Masood2009P2v2"	46	"spy"	"Simple"	90	"subset"	30	0.844927536231884	0.00751621529656	0.00137226688833043	0.00280660091693061
"Masood2009P2v2"	46	"spy"	"Simple"	95	"subset"	30	0.845652173913043	0.00663322992672531	0.0012110565533286	0.00247688876116671
"Masood2009P2v2"	46	"spy"	"Simple"	100	"subset"	30	0.846376811594203	0.00551539416744483	0.00100696859968065	0.00205948202876373
"Masood2009P2v2"	46	"spy"	"RBAC"	1	"subset"	30	0.755797101449275	0.0283635163514314	0.00517844590528187	0.0105911110656632
"Masood2009P2v2"	46	"spy"	"RBAC"	5	"subset"	30	0.803623188405797	0.0201708152164967	0.00368267016578123	0.00753190618525353
"Masood2009P2v2"	46	"spy"	"RBAC"	10	"subset"	30	0.826086956521739	0.0151045289952098	0.00275769708372242	0.005640123819652
"Masood2009P2v2"	46	"spy"	"RBAC"	15	"subset"	30	0.831884057971015	0.01503243059312	0.00274453377666086	0.00561320183386122
"Masood2009P2v2"	46	"spy"	"RBAC"	20	"subset"	30	0.833333333333333	0.0154599783091035	0.00282259295281218	0.00577285077476634
"Masood2009P2v2"	46	"spy"	"RBAC"	25	"subset"	30	0.835507246376812	0.0158246096042306	0.00288916521464999	0.00590900633802086
"Masood2009P2v2"	46	"spy"	"RBAC"	30	"subset"	30	0.840579710144927	0.0118841798606638	0.00216974446237805	0.00443762569030887
"Masood2009P2v2"	46	"spy"	"RBAC"	35	"subset"	30	0.841304347826087	0.0101324260804217	0.00184991944216688	0.00378351007867729
"Masood2009P2v2"	46	"spy"	"RBAC"	40	"subset"	30	0.841304347826087	0.0101324260804217	0.00184991944216688	0.00378351007867729
"Masood2009P2v2"	46	"spy"	"RBAC"	45	"subset"	30	0.842028985507246	0.00977774880671312	0.00178516452768533	0.00365107140810587
"Masood2009P2v2"	46	"spy"	"RBAC"	50	"subset"	30	0.842028985507246	0.00977774880671312	0.00178516452768533	0.00365107140810587
"Masood2009P2v2"	46	"spy"	"RBAC"	55	"subset"	30	0.844202898550725	0.00824019612585764	0.00150444709879964	0.00307693980148556
"Masood2009P2v2"	46	"spy"	"RBAC"	60	"subset"	30	0.844927536231884	0.00751621529656	0.00137226688833043	0.00280660091693061
"Masood2009P2v2"	46	"spy"	"RBAC"	65	"subset"	30	0.844927536231884	0.00751621529656	0.00137226688833043	0.00280660091693061
"Masood2009P2v2"	46	"spy"	"RBAC"	70	"subset"	30	0.844927536231884	0.00751621529656	0.00137226688833043	0.00280660091693061
"Masood2009P2v2"	46	"spy"	"RBAC"	75	"subset"	30	0.844927536231884	0.00751621529656	0.00137226688833043	0.00280660091693061
"Masood2009P2v2"	46	"spy"	"RBAC"	80	"subset"	30	0.846376811594203	0.00551539416744483	0.00100696859968065	0.00205948202876373
"Masood2009P2v2"	46	"spy"	"RBAC"	85	"subset"	30	0.846376811594203	0.00551539416744483	0.00100696859968065	0.00205948202876373
"Masood2009P2v2"	46	"spy"	"RBAC"	90	"subset"	30	0.846376811594203	0.00551539416744483	0.00100696859968065	0.00205948202876373
"Masood2009P2v2"	46	"spy"	"RBAC"	95	"subset"	30	0.846376811594203	0.00551539416744483	0.00100696859968065	0.00205948202876373
"Masood2009P2v2"	46	"spy"	"RBAC"	100	"subset"	30	0.846376811594203	0.00551539416744483	0.00100696859968065	0.00205948202876373
"Masood2009P2v2"	46	"hsi"	"Random"	1	"subset"	300	0.61	0.0390528045813477	0.00225471472376509	0.00443712000017653
"Masood2009P2v2"	46	"hsi"	"Random"	5	"subset"	300	0.712753623188406	0.0250290392403948	0.00144505225429996	0.00284376120458712
"Masood2009P2v2"	46	"hsi"	"Random"	10	"subset"	300	0.738188405797101	0.0268594327637533	0.00155073007364336	0.00305172772063516
"Masood2009P2v2"	46	"hsi"	"Random"	15	"subset"	300	0.753333333333333	0.0280542064675835	0.00161971036559607	0.0031874760837497
"Masood2009P2v2"	46	"hsi"	"Random"	20	"subset"	300	0.76695652173913	0.0283493765137576	0.0016367520161576	0.0032210128534996
"Masood2009P2v2"	46	"hsi"	"Random"	25	"subset"	300	0.778478260869565	0.0282289727268725	0.00162980050028064	0.00320733275916034
"Masood2009P2v2"	46	"hsi"	"Random"	30	"subset"	300	0.78768115942029	0.029259885981422	0.00168932030478318	0.00332446354833787
"Masood2009P2v2"	46	"hsi"	"Random"	35	"subset"	300	0.795942028985507	0.0268214502934292	0.00154853715469675	0.00304741221037828
"Masood2009P2v2"	46	"hsi"	"Random"	40	"subset"	300	0.802753623188406	0.025899265014122	0.00149529476277168	0.0029426349276569
"Masood2009P2v2"	46	"hsi"	"Random"	45	"subset"	300	0.807536231884058	0.0253802120834551	0.00146532722784726	0.00288366092657037
"Masood2009P2v2"	46	"hsi"	"Random"	50	"subset"	300	0.812536231884058	0.0244569997098905	0.00141202553660759	0.00277876694696844
"Masood2009P2v2"	46	"hsi"	"Random"	55	"subset"	300	0.816811594202899	0.0234995603850369	0.00135674775141389	0.00266998415344553
"Masood2009P2v2"	46	"hsi"	"Random"	60	"subset"	300	0.820869565217391	0.0222323004474979	0.00128358246480675	0.00252600001518565
"Masood2009P2v2"	46	"hsi"	"Random"	65	"subset"	300	0.825579710144928	0.0208422168650112	0.00120332595175227	0.00236806084200999
"Masood2009P2v2"	46	"hsi"	"Random"	70	"subset"	300	0.828913043478261	0.0197957114325873	0.00114290593244044	0.00224915849340071
"Masood2009P2v2"	46	"hsi"	"Random"	75	"subset"	300	0.832391304347826	0.018890336344341	0.00109063407734879	0.00214629115890874
"Masood2009P2v2"	46	"hsi"	"Random"	80	"subset"	300	0.833405797101449	0.0185196641020901	0.00106923330546432	0.00210417594497639
"Masood2009P2v2"	46	"hsi"	"Random"	85	"subset"	300	0.835507246376812	0.0170381228856458	0.000983696483451351	0.00193584549513948
"Masood2009P2v2"	46	"hsi"	"Random"	90	"subset"	300	0.83695652173913	0.0162466868527909	0.000938002902789838	0.00184592374206984
"Masood2009P2v2"	46	"hsi"	"Random"	95	"subset"	300	0.838405797101449	0.0151735313141764	0.000876044238879693	0.0017239934491054
"Masood2009P2v2"	46	"hsi"	"Random"	100	"subset"	30	0.839855072463768	0.0145364159882472	0.00265397431401392	0.00542798693648007
"Masood2009P2v2"	46	"hsi"	"Simple"	1	"subset"	30	0.601449275362319	0.0416924609987291	0.00761196712230276	0.0155682207934732
"Masood2009P2v2"	46	"hsi"	"Simple"	5	"subset"	30	0.706521739130435	0.0178262697909957	0.00325461669356708	0.00665643853546331
"Masood2009P2v2"	46	"hsi"	"Simple"	10	"subset"	30	0.726086956521739	0.0185870770751064	0.00339352046404097	0.00694052864424052
"Masood2009P2v2"	46	"hsi"	"Simple"	15	"subset"	30	0.735507246376812	0.0181284314768868	0.00330978361735921	0.00676926756326825
"Masood2009P2v2"	46	"hsi"	"Simple"	20	"subset"	30	0.746376811594203	0.0216138318094012	0.00394612774537725	0.00807073743648785
"Masood2009P2v2"	46	"hsi"	"Simple"	25	"subset"	30	0.758695652173913	0.0230843178596969	0.00421460053879179	0.00861982595168543
"Masood2009P2v2"	46	"hsi"	"Simple"	30	"subset"	30	0.771739130434783	0.0219257358353968	0.00400307336898207	0.00818720431387416
"Masood2009P2v2"	46	"hsi"	"Simple"	35	"subset"	30	0.784057971014493	0.0285067914659126	0.0052046042426587	0.0106446108726552
"Masood2009P2v2"	46	"hsi"	"Simple"	40	"subset"	30	0.791304347826087	0.0277341058460114	0.00506353179469878	0.0103560853203994
"Masood2009P2v2"	46	"hsi"	"Simple"	45	"subset"	30	0.803623188405797	0.0270700162730378	0.00494228618159158	0.0101081101984939
"Masood2009P2v2"	46	"hsi"	"Simple"	50	"subset"	30	0.81304347826087	0.0259114536203668	0.00473076254854127	0.00967549579416786
"Masood2009P2v2"	46	"hsi"	"Simple"	55	"subset"	30	0.821739130434783	0.0216640382227148	0.00395529414041167	0.00808948481932373
"Masood2009P2v2"	46	"hsi"	"Simple"	60	"subset"	30	0.826086956521739	0.0221107664224177	0.00403685517776199	0.00825629587055571
"Masood2009P2v2"	46	"hsi"	"Simple"	65	"subset"	30	0.828260869565217	0.0216263943398483	0.00394842133914566	0.00807542836245
"Masood2009P2v2"	46	"hsi"	"Simple"	70	"subset"	30	0.830434782608696	0.0216640382227148	0.00395529414041167	0.00808948481932373
"Masood2009P2v2"	46	"hsi"	"Simple"	75	"subset"	30	0.834057971014493	0.0193460431883527	0.00353208808424331	0.00722393124851813
"Masood2009P2v2"	46	"hsi"	"Simple"	80	"subset"	30	0.836231884057971	0.0187036116153077	0.00341479666283988	0.00698404335669596
"Masood2009P2v2"	46	"hsi"	"Simple"	85	"subset"	30	0.83768115942029	0.0178110271462323	0.00325183378010943	0.00665074683836825
"Masood2009P2v2"	46	"hsi"	"Simple"	90	"subset"	30	0.838405797101449	0.0177652207425408	0.00324347071324942	0.00663364244612702
"Masood2009P2v2"	46	"hsi"	"Simple"	95	"subset"	30	0.839855072463768	0.0145364159882472	0.00265397431401392	0.00542798693648007
"Masood2009P2v2"	46	"hsi"	"Simple"	100	"subset"	30	0.839855072463768	0.0145364159882472	0.00265397431401392	0.00542798693648007
"Masood2009P2v2"	46	"hsi"	"RBAC"	1	"subset"	30	0.660144927536232	0.0335245369013787	0.00612071503026649	0.0125182678109482
"Masood2009P2v2"	46	"hsi"	"RBAC"	5	"subset"	30	0.752898550724638	0.0264611674264399	0.00483112609912736	0.00988076230281621
"Masood2009P2v2"	46	"hsi"	"RBAC"	10	"subset"	30	0.773913043478261	0.0265329197069013	0.0048442262133144	0.00990755504466686
"Masood2009P2v2"	46	"hsi"	"RBAC"	15	"subset"	30	0.790579710144928	0.0282483730492116	0.00515742371062474	0.0105481158500077
"Masood2009P2v2"	46	"hsi"	"RBAC"	20	"subset"	30	0.801449275362319	0.0272201006773605	0.00496968771951734	0.0101641526360997
"Masood2009P2v2"	46	"hsi"	"RBAC"	25	"subset"	30	0.805797101449275	0.0273395749926024	0.00499150064535083	0.010208765078596
"Masood2009P2v2"	46	"hsi"	"RBAC"	30	"subset"	30	0.809420289855073	0.0259638106218661	0.00474032158546276	0.00969504621982993
"Masood2009P2v2"	46	"hsi"	"RBAC"	35	"subset"	30	0.817391304347826	0.0252747112598339	0.00461450983048028	0.00943773228921102
"Masood2009P2v2"	46	"hsi"	"RBAC"	40	"subset"	30	0.827536231884058	0.0220615766697793	0.00402787439872261	0.00823792811505493
"Masood2009P2v2"	46	"hsi"	"RBAC"	45	"subset"	30	0.831884057971015	0.0179930866694493	0.00328507314933429	0.00671872898159272
"Masood2009P2v2"	46	"hsi"	"RBAC"	50	"subset"	30	0.832608695652174	0.0181882614463929	0.00332070702533032	0.00679160844104388
"Masood2009P2v2"	46	"hsi"	"RBAC"	55	"subset"	30	0.833333333333333	0.0183517881329121	0.00335056277698385	0.00685267030931384
"Masood2009P2v2"	46	"hsi"	"RBAC"	60	"subset"	30	0.834057971014493	0.0175808016922071	0.00320980055528227	0.00656477924099732
"Masood2009P2v2"	46	"hsi"	"RBAC"	65	"subset"	30	0.835507246376812	0.0177652207425408	0.00324347071324942	0.00663364244612702
"Masood2009P2v2"	46	"hsi"	"RBAC"	70	"subset"	30	0.83768115942029	0.0178110271462323	0.00325183378010943	0.00665074683836825
"Masood2009P2v2"	46	"hsi"	"RBAC"	75	"subset"	30	0.839855072463768	0.0145364159882472	0.00265397431401392	0.00542798693648007
"Masood2009P2v2"	46	"hsi"	"RBAC"	80	"subset"	30	0.839855072463768	0.0145364159882472	0.00265397431401392	0.00542798693648007
"Masood2009P2v2"	46	"hsi"	"RBAC"	85	"subset"	30	0.839855072463768	0.0145364159882472	0.00265397431401392	0.00542798693648007
"Masood2009P2v2"	46	"hsi"	"RBAC"	90	"subset"	30	0.839855072463768	0.0145364159882472	0.00265397431401392	0.00542798693648007
"Masood2009P2v2"	46	"hsi"	"RBAC"	95	"subset"	30	0.839855072463768	0.0145364159882472	0.00265397431401392	0.00542798693648007
"Masood2009P2v2"	46	"hsi"	"RBAC"	100	"subset"	30	0.839855072463768	0.0145364159882472	0.00265397431401392	0.00542798693648007
"Masood2009P2v2"	46	"w"	"Random"	1	"subset"	300	0.61963768115942	0.0367181034572771	0.00211992069151915	0.00417185482490674
"Masood2009P2v2"	46	"w"	"Random"	5	"subset"	300	0.732826086956522	0.0275374117388288	0.00158987320801984	0.00312875865611485
"Masood2009P2v2"	46	"w"	"Random"	10	"subset"	300	0.764275362318841	0.0255691381103798	0.00147623487709745	0.00290512641314958
"Masood2009P2v2"	46	"w"	"Random"	15	"subset"	300	0.786376811594203	0.0257339631963877	0.00148575105787504	0.00292385358763799
"Masood2009P2v2"	46	"w"	"Random"	20	"subset"	300	0.801449275362319	0.0257855039859342	0.00148872676674693	0.00292970957341349
"Masood2009P2v2"	46	"w"	"Random"	25	"subset"	300	0.811376811594203	0.0230325102871284	0.00132978260143864	0.00261691863477843
"Masood2009P2v2"	46	"w"	"Random"	30	"subset"	300	0.819492753623188	0.0207113700750979	0.00119577150881437	0.00235319422961922
"Masood2009P2v2"	46	"w"	"Random"	35	"subset"	300	0.825724637681159	0.0189382467955501	0.00109340018853904	0.00215173467118797
"Masood2009P2v2"	46	"w"	"Random"	40	"subset"	300	0.831376811594203	0.0169250362348492	0.000977167422623435	0.00192299676262509
"Masood2009P2v2"	46	"w"	"Random"	45	"subset"	300	0.834565217391304	0.0152619882870734	0.000881151304591072	0.00173404379524069
"Masood2009P2v2"	46	"w"	"Random"	50	"subset"	300	0.837173913043478	0.0139413927042474	0.000804906683067551	0.00158399974243787
"Masood2009P2v2"	46	"w"	"Random"	55	"subset"	300	0.838913043478261	0.0132198104748289	0.000763246113627831	0.00150201467180727
"Masood2009P2v2"	46	"w"	"Random"	60	"subset"	300	0.840507246376812	0.0117262157501579	0.000677013381992927	0.00133231472077837
"Masood2009P2v2"	46	"w"	"Random"	65	"subset"	300	0.842028985507246	0.0104178849498214	0.000601476868016595	0.00118366417382655
"Masood2009P2v2"	46	"w"	"Random"	70	"subset"	300	0.842898550724638	0.00962289991292498	0.000555578385511206	0.00109333918833911
"Masood2009P2v2"	46	"w"	"Random"	75	"subset"	300	0.843550724637681	0.0088359936646505	0.000510146332084379	0.00100393210247388
"Masood2009P2v2"	46	"w"	"Random"	80	"subset"	300	0.843840579710145	0.00861132833731327	0.000497175273362807	0.000978405971176503
"Masood2009P2v2"	46	"w"	"Random"	85	"subset"	300	0.844420289855072	0.00791507685783624	0.000456977175452833	0.000899298941659458
"Masood2009P2v2"	46	"w"	"Random"	90	"subset"	300	0.845072463768116	0.00724249811370539	0.000418145823555316	0.000822881572170406
"Masood2009P2v2"	46	"w"	"Random"	95	"subset"	300	0.84536231884058	0.00690281483259548	0.000398534200176514	0.000784287276664718
"Masood2009P2v2"	46	"w"	"Random"	100	"subset"	30	0.845652173913043	0.00663322992672531	0.0012110565533286	0.00247688876116671
"Masood2009P2v2"	46	"w"	"Simple"	1	"subset"	30	0.622463768115942	0.0389230441754146	0.00710634310054821	0.0145341035564064
"Masood2009P2v2"	46	"w"	"Simple"	5	"subset"	30	0.720289855072464	0.0211566132878969	0.00386265144606489	0.00790000923471866
"Masood2009P2v2"	46	"w"	"Simple"	10	"subset"	30	0.748550724637681	0.0211180649170561	0.00385561350864336	0.00788561503648467
"Masood2009P2v2"	46	"w"	"Simple"	15	"subset"	30	0.755797101449275	0.0253283845232119	0.00462430918284263	0.00945777421513621
"Masood2009P2v2"	46	"w"	"Simple"	20	"subset"	30	0.772463768115942	0.0259951742056242	0.00474604776623227	0.00970675757447594
"Masood2009P2v2"	46	"w"	"Simple"	25	"subset"	30	0.78768115942029	0.0240071294337908	0.00438308211061114	0.00896440945652349
"Masood2009P2v2"	46	"w"	"Simple"	30	"subset"	30	0.805072463768116	0.0245441680081591	0.00448113149108846	0.00916494295586844
"Masood2009P2v2"	46	"w"	"Simple"	35	"subset"	30	0.815217391304348	0.0211694471460913	0.00386499457727586	0.00790480147612676
"Masood2009P2v2"	46	"w"	"Simple"	40	"subset"	30	0.818840579710145	0.0200492624946702	0.00366047777655772	0.00748651765298385
"Masood2009P2v2"	46	"w"	"Simple"	45	"subset"	30	0.823913043478261	0.017456773323853	0.00318715617690957	0.0065184662871218
"Masood2009P2v2"	46	"w"	"Simple"	50	"subset"	30	0.827536231884058	0.01503243059312	0.00274453377666086	0.00561320183386122
"Masood2009P2v2"	46	"w"	"Simple"	55	"subset"	30	0.832608695652174	0.0116300669700418	0.00212335000826255	0.0043427383775213
"Masood2009P2v2"	46	"w"	"Simple"	60	"subset"	30	0.836231884057971	0.012420575298334	0.00226767642269634	0.004637919038464
"Masood2009P2v2"	46	"w"	"Simple"	65	"subset"	30	0.839855072463768	0.012088117755816	0.00220697825754638	0.00451377735187624
"Masood2009P2v2"	46	"w"	"Simple"	70	"subset"	30	0.841304347826087	0.0101324260804217	0.00184991944216688	0.00378351007867729
"Masood2009P2v2"	46	"w"	"Simple"	75	"subset"	30	0.841304347826087	0.0101324260804217	0.00184991944216688	0.00378351007867729
"Masood2009P2v2"	46	"w"	"Simple"	80	"subset"	30	0.841304347826087	0.0101324260804217	0.00184991944216688	0.00378351007867729
"Masood2009P2v2"	46	"w"	"Simple"	85	"subset"	30	0.843478260869565	0.00884430656896709	0.0016147420711048	0.00330251834822229
"Masood2009P2v2"	46	"w"	"Simple"	90	"subset"	30	0.844202898550725	0.00824019612585764	0.00150444709879964	0.00307693980148556
"Masood2009P2v2"	46	"w"	"Simple"	95	"subset"	30	0.845652173913043	0.00663322992672531	0.0012110565533286	0.00247688876116671
"Masood2009P2v2"	46	"w"	"Simple"	100	"subset"	30	0.845652173913043	0.00663322992672531	0.0012110565533286	0.00247688876116671
"Masood2009P2v2"	46	"w"	"RBAC"	1	"subset"	30	0.689130434782609	0.0274684190903693	0.00501502425160026	0.0102568762553872
"Masood2009P2v2"	46	"w"	"RBAC"	5	"subset"	30	0.768840579710145	0.0224641711366211	0.00410137775572794	0.00838825935959849
"Masood2009P2v2"	46	"w"	"RBAC"	10	"subset"	30	0.8	0.0224036370165135	0.00409032578803406	0.00836565554766707
"Masood2009P2v2"	46	"w"	"RBAC"	15	"subset"	30	0.814492753623188	0.0219133449127709	0.0040008111063719	0.00818257746732554
"Masood2009P2v2"	46	"w"	"RBAC"	20	"subset"	30	0.829710144927536	0.0151941709038314	0.00277406338220571	0.00567359665844202
"Masood2009P2v2"	46	"w"	"RBAC"	25	"subset"	30	0.831884057971015	0.0139061702162933	0.00253890770532344	0.00519264929756663
"Masood2009P2v2"	46	"w"	"RBAC"	30	"subset"	30	0.834057971014493	0.0133684326056169	0.00244073069886131	0.00499185477377443
"Masood2009P2v2"	46	"w"	"RBAC"	35	"subset"	30	0.834057971014493	0.0133684326056169	0.00244073069886131	0.00499185477377443
"Masood2009P2v2"	46	"w"	"RBAC"	40	"subset"	30	0.83768115942029	0.0136697874963012	0.00249575032267542	0.00510438253929802
"Masood2009P2v2"	46	"w"	"RBAC"	45	"subset"	30	0.843478260869565	0.0105268303937283	0.00192192748855866	0.00393078306962983
"Masood2009P2v2"	46	"w"	"RBAC"	50	"subset"	30	0.844927536231884	0.00751621529656	0.00137226688833043	0.00280660091693061
"Masood2009P2v2"	46	"w"	"RBAC"	55	"subset"	30	0.844927536231884	0.00751621529656	0.00137226688833043	0.00280660091693061
"Masood2009P2v2"	46	"w"	"RBAC"	60	"subset"	30	0.844927536231884	0.00751621529656	0.00137226688833043	0.00280660091693061
"Masood2009P2v2"	46	"w"	"RBAC"	65	"subset"	30	0.845652173913043	0.00663322992672531	0.0012110565533286	0.00247688876116671
"Masood2009P2v2"	46	"w"	"RBAC"	70	"subset"	30	0.845652173913043	0.00663322992672531	0.0012110565533286	0.00247688876116671
"Masood2009P2v2"	46	"w"	"RBAC"	75	"subset"	30	0.845652173913043	0.00663322992672531	0.0012110565533286	0.00247688876116671
"Masood2009P2v2"	46	"w"	"RBAC"	80	"subset"	30	0.845652173913043	0.00663322992672531	0.0012110565533286	0.00247688876116671
"Masood2009P2v2"	46	"w"	"RBAC"	85	"subset"	30	0.845652173913043	0.00663322992672531	0.0012110565533286	0.00247688876116671
"Masood2009P2v2"	46	"w"	"RBAC"	90	"subset"	30	0.845652173913043	0.00663322992672531	0.0012110565533286	0.00247688876116671
"Masood2009P2v2"	46	"w"	"RBAC"	95	"subset"	30	0.845652173913043	0.00663322992672531	0.0012110565533286	0.00247688876116671
"Masood2009P2v2"	46	"w"	"RBAC"	100	"subset"	30	0.845652173913043	0.00663322992672531	0.0012110565533286	0.00247688876116671
"user11roles2_v2"	26	"spy"	"Random"	1	"subset"	300	0.59025641025641	0.0270547577884856	0.00156200716920423	0.00307392025157028
"user11roles2_v2"	26	"spy"	"Random"	5	"subset"	300	0.648846153846154	0.0478056405890558	0.00276005994628739	0.00543160385669874
"user11roles2_v2"	26	"spy"	"Random"	10	"subset"	300	0.710641025641026	0.0607860431206617	0.00350948383586862	0.00690641736371225
"user11roles2_v2"	26	"spy"	"Random"	15	"subset"	300	0.753974358974359	0.0625889826548632	0.00361357659840901	0.00711126459945049
"user11roles2_v2"	26	"spy"	"Random"	20	"subset"	300	0.792307692307692	0.0602613820711399	0.00347919251605115	0.0068468061767283
"user11roles2_v2"	26	"spy"	"Random"	25	"subset"	300	0.82448717948718	0.0593429364801257	0.00342616603513035	0.0067424537916781
"user11roles2_v2"	26	"spy"	"Random"	30	"subset"	300	0.852307692307692	0.0573297069236965	0.00330993217249585	0.00651371372484958
"user11roles2_v2"	26	"spy"	"Random"	35	"subset"	300	0.874358974358974	0.0546951820086927	0.00315782780560943	0.00621438302845933
"user11roles2_v2"	26	"spy"	"Random"	40	"subset"	300	0.895384615384615	0.0510366308231357	0.0029466012544269	0.00579870403149281
"user11roles2_v2"	26	"spy"	"Random"	45	"subset"	300	0.910641025641026	0.0481000287501053	0.0027770564546902	0.00546505178985517
"user11roles2_v2"	26	"spy"	"Random"	50	"subset"	300	0.924358974358974	0.0456746989227196	0.00263702997181873	0.00518948951975748
"user11roles2_v2"	26	"spy"	"Random"	55	"subset"	300	0.936666666666667	0.0422349320937133	0.00243843494135109	0.00479866846717122
"user11roles2_v2"	26	"spy"	"Random"	60	"subset"	300	0.948076923076923	0.0394301746796619	0.00227650219654967	0.00447999621428327
"user11roles2_v2"	26	"spy"	"Random"	65	"subset"	300	0.956794871794872	0.0354797790437927	0.00204842599817222	0.00403115829668856
"user11roles2_v2"	26	"spy"	"Random"	70	"subset"	300	0.963589743589744	0.0341083311853854	0.00196924541914912	0.00387533648601521
"user11roles2_v2"	26	"spy"	"Random"	75	"subset"	300	0.970384615384615	0.0338157650606096	0.00195235410605961	0.00384209556983688
"user11roles2_v2"	26	"spy"	"Random"	80	"subset"	300	0.97525641025641	0.0310474833831969	0.00179252728889492	0.00352756763442615
"user11roles2_v2"	26	"spy"	"Random"	85	"subset"	300	0.979615384615385	0.0276680352705736	0.00159741476114138	0.00314359990225356
"user11roles2_v2"	26	"spy"	"Random"	90	"subset"	300	0.983974358974359	0.0252548964228363	0.00145809212480806	0.00286942275264079
"user11roles2_v2"	26	"spy"	"Random"	95	"subset"	300	0.985512820512821	0.0242066196221044	0.00139756983549929	0.00275031914387028
"user11roles2_v2"	26	"spy"	"Random"	100	"subset"	30	0.987179487179487	0.0233260936485816	0.00425874255660205	0.00871010651497452
"user11roles2_v2"	26	"spy"	"Simple"	1	"subset"	30	0.579487179487179	0.0140441681411581	0.00256410256410257	0.00524417856957104
"user11roles2_v2"	26	"spy"	"Simple"	5	"subset"	30	0.615384615384615	0.0319405691745154	0.00583152341214541	0.0119268045413106
"user11roles2_v2"	26	"spy"	"Simple"	10	"subset"	30	0.657692307692308	0.0528227875863261	0.00964407743711155	0.0197243530454037
"user11roles2_v2"	26	"spy"	"Simple"	15	"subset"	30	0.691025641025641	0.0557665629411593	0.0101815348258015	0.0208235768281357
"user11roles2_v2"	26	"spy"	"Simple"	20	"subset"	30	0.717948717948718	0.0498245578742773	0.00909667808848777	0.0186047956715142
"user11roles2_v2"	26	"spy"	"Simple"	25	"subset"	30	0.73974358974359	0.0481056501265758	0.00878284990592561	0.0179629449700015
"user11roles2_v2"	26	"spy"	"Simple"	30	"subset"	30	0.762820512820513	0.049567949003236	0.00904982793277936	0.0185089763443209
"user11roles2_v2"	26	"spy"	"Simple"	35	"subset"	30	0.787179487179487	0.0522238887634125	0.00953473397212054	0.0195007205496306
"user11roles2_v2"	26	"spy"	"Simple"	40	"subset"	30	0.802564102564103	0.0481586396599456	0.00879252442683837	0.0179827315869457
"user11roles2_v2"	26	"spy"	"Simple"	45	"subset"	30	0.821794871794872	0.0519791261815114	0.00949004664300706	0.0194093246995
"user11roles2_v2"	26	"spy"	"Simple"	50	"subset"	30	0.83974358974359	0.049567949003236	0.00904982793277935	0.0185089763443209
"user11roles2_v2"	26	"spy"	"Simple"	55	"subset"	30	0.852564102564103	0.049567949003236	0.00904982793277936	0.0185089763443209
"user11roles2_v2"	26	"spy"	"Simple"	60	"subset"	30	0.865384615384615	0.0481762898858121	0.00879574690245576	0.0179893222895994
"user11roles2_v2"	26	"spy"	"Simple"	65	"subset"	30	0.879487179487179	0.0437169828581489	0.00798159255249161	0.0163241896797815
"user11roles2_v2"	26	"spy"	"Simple"	70	"subset"	30	0.898717948717949	0.0489465991753859	0.00893638549384087	0.018276960505528
"user11roles2_v2"	26	"spy"	"Simple"	75	"subset"	30	0.902564102564103	0.0481586396599456	0.00879252442683838	0.0179827315869457
